report_schema_version,engine_version,feel_package_version,dmn_package_version,dmn_tck_commit,dmn_specification_version,elixir_version,otp_version,execution_date,suite,profile,compatibility_percent,suite_coverage_percent,coverage_percent,group,id,status,decision,expected_error,expected,actual,error,case_file,compliance_level
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_range_by_rhs_dtDuration","passed","error_when_divide_lhs_range_by_rhs_dtDuration","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_range_by_rhs_function","passed","error_when_divide_lhs_range_by_rhs_function","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_range_by_rhs_list","passed","error_when_divide_lhs_range_by_rhs_list","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_range_by_rhs_null","passed","error_when_divide_lhs_range_by_rhs_null","true","null","null","null","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_range_by_rhs_number","passed","error_when_divide_lhs_range_by_rhs_number","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_range_by_rhs_range","passed","error_when_divide_lhs_range_by_rhs_range","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_range_by_rhs_string","passed","error_when_divide_lhs_range_by_rhs_string","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_range_by_rhs_time","passed","error_when_divide_lhs_range_by_rhs_time","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_range_by_rhs_ymDuration","passed","error_when_divide_lhs_range_by_rhs_ymDuration","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_boolean","passed","error_when_divide_lhs_string_by_rhs_boolean","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_context","passed","error_when_divide_lhs_string_by_rhs_context","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_date","passed","error_when_divide_lhs_string_by_rhs_date","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_dateAndTime","passed","error_when_divide_lhs_string_by_rhs_dateAndTime","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_dtDuration","passed","error_when_divide_lhs_string_by_rhs_dtDuration","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_function","passed","error_when_divide_lhs_string_by_rhs_function","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_list","passed","error_when_divide_lhs_string_by_rhs_list","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_null","passed","error_when_divide_lhs_string_by_rhs_null","true","null","null","null","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_number","passed","error_when_divide_lhs_string_by_rhs_number","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_range","passed","error_when_divide_lhs_string_by_rhs_range","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_string","passed","error_when_divide_lhs_string_by_rhs_string","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_time","passed","error_when_divide_lhs_string_by_rhs_time","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_string_by_rhs_ymDuration","passed","error_when_divide_lhs_string_by_rhs_ymDuration","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_boolean","passed","error_when_divide_lhs_time_by_rhs_boolean","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_context","passed","error_when_divide_lhs_time_by_rhs_context","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_date","passed","error_when_divide_lhs_time_by_rhs_date","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_dateAndTime","passed","error_when_divide_lhs_time_by_rhs_dateAndTime","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_dtDuration","passed","error_when_divide_lhs_time_by_rhs_dtDuration","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_function","passed","error_when_divide_lhs_time_by_rhs_function","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_list","passed","error_when_divide_lhs_time_by_rhs_list","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_null","passed","error_when_divide_lhs_time_by_rhs_null","true","null","null","null","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_number","passed","error_when_divide_lhs_time_by_rhs_number","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_range","passed","error_when_divide_lhs_time_by_rhs_range","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_string","passed","error_when_divide_lhs_time_by_rhs_string","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_time","passed","error_when_divide_lhs_time_by_rhs_time","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_time_by_rhs_ymDuration","passed","error_when_divide_lhs_time_by_rhs_ymDuration","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_ymDuration_by_rhs_boolean","passed","error_when_divide_lhs_ymDuration_by_rhs_boolean","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_ymDuration_by_rhs_context","passed","error_when_divide_lhs_ymDuration_by_rhs_context","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
"1.0","0.1.0","0.1.0","0.1.0","0dbcaf9b98bc3af4e36d44a7aed95e9e85703a13","1.4","1.19.1","28","2026-07-16T16:41:02.489549Z","dmn","implemented","100.0","86.87","36.39","0100-arithmetic","error_when_divide_lhs_ymDuration_by_rhs_date","passed","error_when_divide_lhs_ymDuration_by_rhs_date","true","null","null","{""code"":""type_error"",""message"":""division requires numbers"",""type"":""feel_error""}","TestCases/compliance-level-3/0100-arithmetic/0100-arithmetic-test-01.xml","compliance-level-3"
